id_assessment,id_student,date_submitted,is_banked,score,code_module,code_presentation,assessment_type,date,weight,weak_student
1760,574505,117,0,40.0,AAA,2014J,TMA,117.0,20.0,True
1760,626240,129,0,38.0,AAA,2014J,TMA,117.0,20.0,True
1760,648130,114,0,38.0,AAA,2014J,TMA,117.0,20.0,True
1761,1268696,165,0,35.0,AAA,2014J,TMA,166.0,20.0,True
1761,1721270,170,0,30.0,AAA,2014J,TMA,166.0,20.0,True
1761,2397661,166,0,37.0,AAA,2014J,TMA,166.0,20.0,True
1761,2633226,184,0,11.0,AAA,2014J,TMA,166.0,20.0,True
1761,199897,178,0,25.0,AAA,2014J,TMA,166.0,20.0,True
1761,243510,173,0,38.0,AAA,2014J,TMA,166.0,20.0,True
1761,301967,166,0,37.0,AAA,2014J,TMA,166.0,20.0,True
1761,418731,177,0,18.0,AAA,2014J,TMA,166.0,20.0,True
1761,537081,171,0,28.0,AAA,2014J,TMA,166.0,20.0,True
1762,141377,215,0,39.0,AAA,2014J,TMA,215.0,30.0,True
1762,243510,215,0,35.0,AAA,2014J,TMA,215.0,30.0,True
1762,252073,215,0,35.0,AAA,2014J,TMA,215.0,30.0,True
1762,277123,215,0,40.0,AAA,2014J,TMA,215.0,30.0,True
1762,328024,215,0,33.0,AAA,2014J,TMA,215.0,30.0,True
1762,329659,179,0,38.0,AAA,2014J,TMA,215.0,30.0,True
1762,350156,215,0,40.0,AAA,2014J,TMA,215.0,30.0,True
1762,396655,218,0,40.0,AAA,2014J,TMA,215.0,30.0,True
1762,484897,214,0,37.0,AAA,2014J,TMA,215.0,30.0,True
1762,527801,215,0,37.0,AAA,2014J,TMA,215.0,30.0,True
1762,574505,212,0,40.0,AAA,2014J,TMA,215.0,30.0,True
14984,2243551,19,0,39.0,BBB,2013B,TMA,19.0,5.0,True
14984,161678,26,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,262294,19,0,30.0,BBB,2013B,TMA,19.0,5.0,True
14984,336165,24,0,35.0,BBB,2013B,TMA,19.0,5.0,True
14984,351543,-1,1,35.0,BBB,2013B,TMA,19.0,5.0,True
14984,363401,19,0,39.0,BBB,2013B,TMA,19.0,5.0,True
14984,370302,19,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,432004,22,0,33.0,BBB,2013B,TMA,19.0,5.0,True
14984,442456,19,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,447782,19,0,38.0,BBB,2013B,TMA,19.0,5.0,True
14984,472348,22,0,38.0,BBB,2013B,TMA,19.0,5.0,True
14984,472586,18,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,500659,19,0,39.0,BBB,2013B,TMA,19.0,5.0,True
14984,523672,18,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,529452,18,0,23.0,BBB,2013B,TMA,19.0,5.0,True
14984,530669,19,0,39.0,BBB,2013B,TMA,19.0,5.0,True
14984,531634,32,0,39.0,BBB,2013B,TMA,19.0,5.0,True
14984,532500,41,0,33.0,BBB,2013B,TMA,19.0,5.0,True
14984,534991,18,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,541838,15,0,37.0,BBB,2013B,TMA,19.0,5.0,True
14984,542172,27,0,18.0,BBB,2013B,TMA,19.0,5.0,True
14984,542543,18,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,543533,18,0,25.0,BBB,2013B,TMA,19.0,5.0,True
14984,544351,25,0,38.0,BBB,2013B,TMA,19.0,5.0,True
14984,544639,19,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,546157,6,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,546322,19,0,30.0,BBB,2013B,TMA,19.0,5.0,True
14984,549009,21,0,24.0,BBB,2013B,TMA,19.0,5.0,True
14984,549204,17,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,550098,20,0,40.0,BBB,2013B,TMA,19.0,5.0,True
14984,554986,24,0,0.0,BBB,2013B,TMA,19.0,5.0,True
14984,555837,18,0,34.0,BBB,2013B,TMA,19.0,5.0,True
14985,563157,46,0,28.0,BBB,2013B,TMA,47.0,18.0,True
14985,1858523,46,0,24.0,BBB,2013B,TMA,47.0,18.0,True
14985,34863,47,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,50993,47,0,35.0,BBB,2013B,TMA,47.0,18.0,True
14985,141823,46,0,0.0,BBB,2013B,TMA,47.0,18.0,True
14985,152153,60,0,10.0,BBB,2013B,TMA,47.0,18.0,True
14985,186988,54,0,30.0,BBB,2013B,TMA,47.0,18.0,True
14985,294999,46,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,357928,47,0,34.0,BBB,2013B,TMA,47.0,18.0,True
14985,388205,69,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,406416,47,0,5.0,BBB,2013B,TMA,47.0,18.0,True
14985,421205,45,0,36.0,BBB,2013B,TMA,47.0,18.0,True
14985,432232,53,0,13.0,BBB,2013B,TMA,47.0,18.0,True
14985,442456,47,0,38.0,BBB,2013B,TMA,47.0,18.0,True
14985,471219,58,0,30.0,BBB,2013B,TMA,47.0,18.0,True
14985,472348,47,0,38.0,BBB,2013B,TMA,47.0,18.0,True
14985,503390,51,0,30.0,BBB,2013B,TMA,47.0,18.0,True
14985,512883,47,0,37.0,BBB,2013B,TMA,47.0,18.0,True
14985,527659,46,0,11.0,BBB,2013B,TMA,47.0,18.0,True
14985,530669,75,0,24.0,BBB,2013B,TMA,47.0,18.0,True
14985,532500,41,0,25.0,BBB,2013B,TMA,47.0,18.0,True
14985,534991,47,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,536203,46,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,536442,45,0,35.0,BBB,2013B,TMA,47.0,18.0,True
14985,542172,48,0,18.0,BBB,2013B,TMA,47.0,18.0,True
14985,542259,46,0,0.0,BBB,2013B,TMA,47.0,18.0,True
14985,542663,47,0,36.0,BBB,2013B,TMA,47.0,18.0,True
14985,542692,47,0,25.0,BBB,2013B,TMA,47.0,18.0,True
14985,543351,53,0,35.0,BBB,2013B,TMA,47.0,18.0,True
14985,544351,47,0,26.0,BBB,2013B,TMA,47.0,18.0,True
14985,545702,47,0,34.0,BBB,2013B,TMA,47.0,18.0,True
14985,546157,45,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,547372,51,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,548924,47,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,549078,48,0,0.0,BBB,2013B,TMA,47.0,18.0,True
14985,549204,47,0,36.0,BBB,2013B,TMA,47.0,18.0,True
14985,550098,47,0,40.0,BBB,2013B,TMA,47.0,18.0,True
14985,555407,47,0,0.0,BBB,2013B,TMA,47.0,18.0,True
14985,555837,46,0,15.0,BBB,2013B,TMA,47.0,18.0,True
14986,50993,89,0,35.0,BBB,2013B,TMA,89.0,18.0,True
14986,92274,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,273877,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,363401,99,0,20.0,BBB,2013B,TMA,89.0,18.0,True
14986,370302,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,406311,87,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,430357,89,0,35.0,BBB,2013B,TMA,89.0,18.0,True
14986,477009,82,0,22.0,BBB,2013B,TMA,89.0,18.0,True
14986,481143,95,0,35.0,BBB,2013B,TMA,89.0,18.0,True
14986,482945,93,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,484039,92,0,8.0,BBB,2013B,TMA,89.0,18.0,True
14986,498455,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,509797,103,0,27.0,BBB,2013B,TMA,89.0,18.0,True
14986,528649,88,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,532500,41,0,0.0,BBB,2013B,TMA,89.0,18.0,True
14986,536203,87,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,539737,96,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,542259,95,0,33.0,BBB,2013B,TMA,89.0,18.0,True
14986,542663,89,0,39.0,BBB,2013B,TMA,89.0,18.0,True
14986,542745,88,0,0.0,BBB,2013B,TMA,89.0,18.0,True
14986,543533,129,0,26.0,BBB,2013B,TMA,89.0,18.0,True
14986,543719,83,0,37.0,BBB,2013B,TMA,89.0,18.0,True
14986,544351,84,0,37.0,BBB,2013B,TMA,89.0,18.0,True
14986,544639,78,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,545480,90,0,30.0,BBB,2013B,TMA,89.0,18.0,True
14986,545803,96,0,0.0,BBB,2013B,TMA,89.0,18.0,True
14986,548838,88,0,32.0,BBB,2013B,TMA,89.0,18.0,True
14986,549009,106,0,12.0,BBB,2013B,TMA,89.0,18.0,True
14986,549078,90,0,37.0,BBB,2013B,TMA,89.0,18.0,True
14986,549873,88,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,551702,96,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,551954,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,552135,89,0,30.0,BBB,2013B,TMA,89.0,18.0,True
14986,553462,87,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,555837,88,0,11.0,BBB,2013B,TMA,89.0,18.0,True
14986,555935,100,0,30.0,BBB,2013B,TMA,89.0,18.0,True
14986,556959,95,0,36.0,BBB,2013B,TMA,89.0,18.0,True
14986,557709,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,557827,96,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,558092,89,0,40.0,BBB,2013B,TMA,89.0,18.0,True
14986,558703,96,0,35.0,BBB,2013B,TMA,89.0,18.0,True
14986,560117,89,0,0.0,BBB,2013B,TMA,89.0,18.0,True
14986,561711,85,0,0.0,BBB,2013B,TMA,89.0,18.0,True
14986,563157,96,0,16.0,BBB,2013B,TMA,89.0,18.0,True
14986,2205383,89,0,10.0,BBB,2013B,TMA,89.0,18.0,True
14986,2243551,104,0,18.0,BBB,2013B,TMA,89.0,18.0,True
14986,2522093,97,0,35.0,BBB,2013B,TMA,89.0,18.0,True
14986,2531031,90,0,0.0,BBB,2013B,TMA,89.0,18.0,True
14986,2591421,89,0,9.0,BBB,2013B,TMA,89.0,18.0,True
14986,2664301,134,0,34.0,BBB,2013B,TMA,89.0,18.0,True
14987,1858523,135,0,20.0,BBB,2013B,TMA,124.0,18.0,True
14987,2243551,150,0,23.0,BBB,2013B,TMA,124.0,18.0,True
14987,82741,128,0,33.0,BBB,2013B,TMA,124.0,18.0,True
14987,152153,138,0,13.0,BBB,2013B,TMA,124.0,18.0,True
14987,200905,124,0,35.0,BBB,2013B,TMA,124.0,18.0,True
14987,367304,124,0,33.0,BBB,2013B,TMA,124.0,18.0,True
14987,370302,124,0,0.0,BBB,2013B,TMA,124.0,18.0,True
14987,377846,124,0,39.0,BBB,2013B,TMA,124.0,18.0,True
14987,392213,124,0,14.0,BBB,2013B,TMA,124.0,18.0,True
14987,400894,131,0,14.0,BBB,2013B,TMA,124.0,18.0,True
14987,422070,124,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,477009,117,0,0.0,BBB,2013B,TMA,124.0,18.0,True
14987,477164,124,0,38.0,BBB,2013B,TMA,124.0,18.0,True
14987,481143,129,0,12.0,BBB,2013B,TMA,124.0,18.0,True
14987,483371,122,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,498455,138,0,36.0,BBB,2013B,TMA,124.0,18.0,True
14987,504102,124,0,38.0,BBB,2013B,TMA,124.0,18.0,True
14987,509797,124,0,38.0,BBB,2013B,TMA,124.0,18.0,True
14987,511306,124,0,5.0,BBB,2013B,TMA,124.0,18.0,True
14987,511515,139,0,35.0,BBB,2013B,TMA,124.0,18.0,True
14987,511524,122,0,15.0,BBB,2013B,TMA,124.0,18.0,True
14987,528649,124,0,35.0,BBB,2013B,TMA,124.0,18.0,True
14987,532500,124,0,0.0,BBB,2013B,TMA,124.0,18.0,True
14987,533545,121,0,15.0,BBB,2013B,TMA,124.0,18.0,True
14987,534709,124,0,39.0,BBB,2013B,TMA,124.0,18.0,True
14987,535807,119,0,39.0,BBB,2013B,TMA,124.0,18.0,True
14987,536203,131,0,15.0,BBB,2013B,TMA,124.0,18.0,True
14987,537259,124,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,539962,138,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,541363,124,0,15.0,BBB,2013B,TMA,124.0,18.0,True
14987,542259,134,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,542663,142,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,542745,121,0,0.0,BBB,2013B,TMA,124.0,18.0,True
14987,543630,124,0,5.0,BBB,2013B,TMA,124.0,18.0,True
14987,544351,167,0,38.0,BBB,2013B,TMA,124.0,18.0,True
14987,544989,142,0,10.0,BBB,2013B,TMA,124.0,18.0,True
14987,546811,131,0,38.0,BBB,2013B,TMA,124.0,18.0,True
14987,548744,124,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,549009,121,0,21.0,BBB,2013B,TMA,124.0,18.0,True
14987,549078,128,0,37.0,BBB,2013B,TMA,124.0,18.0,True
14987,549204,130,0,37.0,BBB,2013B,TMA,124.0,18.0,True
14987,550898,124,0,38.0,BBB,2013B,TMA,124.0,18.0,True
14987,551032,123,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,554898,124,0,0.0,BBB,2013B,TMA,124.0,18.0,True
14987,554930,156,0,39.0,BBB,2013B,TMA,124.0,18.0,True
14987,555837,123,0,40.0,BBB,2013B,TMA,124.0,18.0,True
14987,557308,124,0,0.0,BBB,2013B,TMA,124.0,18.0,True
14987,557827,129,0,19.0,BBB,2013B,TMA,124.0,18.0,True
14987,558092,123,0,34.0,BBB,2013B,TMA,124.0,18.0,True
14987,559350,124,0,10.0,BBB,2013B,TMA,124.0,18.0,True
14987,560117,127,0,11.0,BBB,2013B,TMA,124.0,18.0,True
14988,560455,155,0,38.0,BBB,2013B,TMA,159.0,18.0,True
14988,561715,172,0,0.0,BBB,2013B,TMA,159.0,18.0,True
14988,561716,172,0,0.0,BBB,2013B,TMA,159.0,18.0,True
14988,563879,170,0,35.0,BBB,2013B,TMA,159.0,18.0,True
14988,2243551,159,0,33.0,BBB,2013B,TMA,159.0,18.0,True
14988,31663,159,0,15.0,BBB,2013B,TMA,159.0,18.0,True
14988,50993,162,0,20.0,BBB,2013B,TMA,159.0,18.0,True
14988,94616,166,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,173316,187,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,173335,159,0,35.0,BBB,2013B,TMA,159.0,18.0,True
14988,200905,159,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,309175,159,0,36.0,BBB,2013B,TMA,159.0,18.0,True
14988,318056,159,0,13.0,BBB,2013B,TMA,159.0,18.0,True
14988,350622,173,0,26.0,BBB,2013B,TMA,159.0,18.0,True
14988,363401,159,0,28.0,BBB,2013B,TMA,159.0,18.0,True
14988,367304,166,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,370302,159,0,0.0,BBB,2013B,TMA,159.0,18.0,True
14988,422070,159,0,35.0,BBB,2013B,TMA,159.0,18.0,True
14988,430357,159,0,0.0,BBB,2013B,TMA,159.0,18.0,True
14988,432232,159,0,28.0,BBB,2013B,TMA,159.0,18.0,True
14988,434192,159,0,38.0,BBB,2013B,TMA,159.0,18.0,True
14988,477164,157,0,36.0,BBB,2013B,TMA,159.0,18.0,True
14988,478317,191,0,33.0,BBB,2013B,TMA,159.0,18.0,True
14988,480382,160,0,30.0,BBB,2013B,TMA,159.0,18.0,True
14988,503390,166,0,14.0,BBB,2013B,TMA,159.0,18.0,True
14988,504102,165,0,35.0,BBB,2013B,TMA,159.0,18.0,True
14988,507817,167,0,29.0,BBB,2013B,TMA,159.0,18.0,True
14988,508452,159,0,39.0,BBB,2013B,TMA,159.0,18.0,True
14988,528649,177,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,534709,202,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,539385,159,0,13.0,BBB,2013B,TMA,159.0,18.0,True
14988,544351,197,0,35.0,BBB,2013B,TMA,159.0,18.0,True
14988,544519,159,0,36.0,BBB,2013B,TMA,159.0,18.0,True
14988,548714,159,0,25.0,BBB,2013B,TMA,159.0,18.0,True
14988,549078,159,0,39.0,BBB,2013B,TMA,159.0,18.0,True
14988,550098,158,0,35.0,BBB,2013B,TMA,159.0,18.0,True
14988,550898,162,0,37.0,BBB,2013B,TMA,159.0,18.0,True
14988,551032,158,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,552914,160,0,40.0,BBB,2013B,TMA,159.0,18.0,True
14988,554898,158,0,34.0,BBB,2013B,TMA,159.0,18.0,True
14988,555407,159,0,30.0,BBB,2013B,TMA,159.0,18.0,True
14988,556349,162,0,36.0,BBB,2013B,TMA,159.0,18.0,True
14988,557145,158,0,37.0,BBB,2013B,TMA,159.0,18.0,True
14988,558092,159,0,32.0,BBB,2013B,TMA,159.0,18.0,True
14989,50993,187,0,5.0,BBB,2013B,TMA,187.0,18.0,True
14989,83254,187,0,40.0,BBB,2013B,TMA,187.0,18.0,True
14989,200905,187,0,29.0,BBB,2013B,TMA,187.0,18.0,True
14989,247267,187,0,13.0,BBB,2013B,TMA,187.0,18.0,True
14989,267761,186,0,13.0,BBB,2013B,TMA,187.0,18.0,True
14989,363401,187,0,0.0,BBB,2013B,TMA,187.0,18.0,True
14989,429038,187,0,36.0,BBB,2013B,TMA,187.0,18.0,True
14989,430357,187,0,0.0,BBB,2013B,TMA,187.0,18.0,True
14989,442456,187,0,34.0,BBB,2013B,TMA,187.0,18.0,True
14989,487646,186,0,17.0,BBB,2013B,TMA,187.0,18.0,True
14989,493515,187,0,13.0,BBB,2013B,TMA,187.0,18.0,True
14989,496220,187,0,34.0,BBB,2013B,TMA,187.0,18.0,True
14989,504102,187,0,40.0,BBB,2013B,TMA,187.0,18.0,True
14989,509797,206,0,0.0,BBB,2013B,TMA,187.0,18.0,True
14989,510492,187,0,37.0,BBB,2013B,TMA,187.0,18.0,True
14989,513315,181,0,38.0,BBB,2013B,TMA,187.0,18.0,True
14989,530065,186,0,39.0,BBB,2013B,TMA,187.0,18.0,True
14989,536205,187,0,39.0,BBB,2013B,TMA,187.0,18.0,True
14989,542259,187,0,35.0,BBB,2013B,TMA,187.0,18.0,True
14989,542991,190,0,34.0,BBB,2013B,TMA,187.0,18.0,True
14989,544351,187,0,37.0,BBB,2013B,TMA,187.0,18.0,True
14989,544519,187,0,30.0,BBB,2013B,TMA,187.0,18.0,True
14989,548334,187,0,39.0,BBB,2013B,TMA,187.0,18.0,True
14989,552914,185,0,30.0,BBB,2013B,TMA,187.0,18.0,True
14989,553442,187,0,0.0,BBB,2013B,TMA,187.0,18.0,True
14989,554898,193,0,35.0,BBB,2013B,TMA,187.0,18.0,True
14989,558689,187,0,35.0,BBB,2013B,TMA,187.0,18.0,True
14989,563878,185,0,40.0,BBB,2013B,TMA,187.0,18.0,True
14989,2243551,187,0,23.0,BBB,2013B,TMA,187.0,18.0,True
14991,1008675,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,1993672,60,0,20.0,BBB,2013B,CMA,54.0,1.0,True
14991,186670,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,288990,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,406311,60,0,0.0,BBB,2013B,CMA,54.0,1.0,True
14991,432004,60,0,20.0,BBB,2013B,CMA,54.0,1.0,True
14991,477011,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,496674,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,500585,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,505595,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,532500,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,541763,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,541832,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,544351,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,544627,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,554898,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,554986,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14991,555837,60,0,40.0,BBB,2013B,CMA,54.0,1.0,True
14992,2442685,95,0,40.0,BBB,2013B,CMA,89.0,1.0,True
14992,2649947,95,0,40.0,BBB,2013B,CMA,89.0,1.0,True
